Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Stop and Shop 028 Norwell,468 Washington Street,,Norwell,MA,2061,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,42.158258,-70.853473,11/13/2025,227099,2025-11-13 01:20:54 UTC,,,,8/29/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,CITY OF TAUNTON TAUNTON 2-COURT,34 Court St,,Taunton,MA,2780,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.902688,-71.09593,11/13/2025,227192,2025-11-13 01:04:52 UTC,,,,9/7/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BEVERLY 10 POND STREET,10 Pond St,Municipal parking lot,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.550435,-70.878914,11/12/2025,227203,2025-11-12 01:39:08 UTC,,,,9/7/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY LOWELL MA GORHAM LOT #1,81 Gorham St,Edge of public lot @ 66 Appleton St,Lowell,MA,1852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.640736,-71.30907,11/12/2025,227312,2025-11-12 02:03:18 UTC,,,,9/8/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY LOWELL MA GORHAM LOT #2,81 Gorham St,Edge of public parking lot @ 66 Appleton St,Lowell,MA,1852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.640682,-71.309044,11/12/2025,227313,2025-11-12 02:03:18 UTC,,,,9/8/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MIT CAMPUS BLDG N4 P1-2,36 Albany St,Near front entrance to right of middle divider,Cambridge,MA,2139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.362133,-71.09265,11/12/2025,227366,2025-11-12 02:03:33 UTC,,,,9/9/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Cambria Boston-Somerville,515 Somerville Ave,,Somerville,MA,2143,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,42.3833228,-71.1057195,11/13/2025,227577,2025-11-13 00:28:24 UTC,,,,3/10/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Cumberland Farms - Tesla Supercharger,163 Patriots Rd,,Templeton,MA,1468,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.561167,-72.0407787,7/1/2024,227706,2025-02-12 00:16:32 UTC,P,,,9/12/2022,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 5,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404215,-71.256963,11/12/2025,227856,2025-11-12 01:59:57 UTC,,,,9/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 1,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404262,-71.256899,11/12/2025,227857,2025-11-12 01:59:57 UTC,,,,9/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 2,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404254,-71.25691,11/12/2025,227858,2025-11-12 01:59:57 UTC,,,,9/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 3,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404254,-71.256931,11/12/2025,227859,2025-11-12 01:59:57 UTC,,,,9/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 4,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404222,-71.256931,11/12/2025,227860,2025-11-12 01:59:58 UTC,,,,9/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Shops at Chestnut Hill,199 Boylston St,,Chestnut Hill,MA,2467,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,42.3221,-71.17659,11/12/2025,228337,2025-11-12 23:58:07 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Copley Place,100 Huntington Ave,,Boston,MA,2116,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,42.3475563,-71.0788307,11/12/2025,228408,2025-11-12 23:58:19 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Northshore Mall,210 Andover St,,Peabody,MA,1960,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,42.538868,-70.941977,11/12/2025,228517,2025-11-12 23:58:51 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,South Shore Plaza,250 Granite St,,Braintree,MA,2184,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,42.220952,-71.023931,11/12/2025,228518,2025-11-12 23:58:52 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Solomon Pond Mall,601 Donald Lynch Blvd,,Marlborough,MA,1752,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,42.354746,-71.613106,11/12/2025,228519,2025-11-12 23:58:52 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Auburn Mall,385 Southbridge St,,Auburn,MA,1501,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com,GPS,42.202229,-71.837436,11/12/2025,228522,2025-11-12 23:58:53 UTC,,,,3/7/2018,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Emerald Square,999 S Washington St,,North Attleboro,MA,2760,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,41.9464552,-71.3517737,11/12/2025,228523,2025-11-12 23:58:53 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Cape Cod Mall,769 Iyannough Rd,,Hyannis,MA,2601,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com,GPS,41.667911,-70.295541,11/12/2025,228527,2025-11-12 23:58:54 UTC,,,,11/1/2019,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Campus Plaza,440 Russell St # 454,,Hadley,MA,1035,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com,GPS,42.365301,-72.537166,11/12/2025,228676,2025-11-12 23:59:41 UTC,,,,5/4/2022,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Holiday Inn Express Sturbridge,21 New Boston Rd,,Sturbridge,MA,1566,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com,GPS,42.1138,-72.084988,11/12/2025,228781,2025-11-12 00:01:26 UTC,,,,5/16/2019,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PETRUZZIELLO 80 BRIDGE ST. 2,80 Bridge St,,Dedham,MA,2026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.268434,-71.17537,11/12/2025,228866,2025-11-12 02:03:10 UTC,,,,9/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PETRUZZIELLO 80 BRIDGE ST. 1,80 Bridge St,,Dedham,MA,2026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.26842,-71.175339,11/12/2025,228867,2025-11-12 02:03:10 UTC,,,,9/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BEVERLY STATION 1,100 Sohier Rd,,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.565536,-70.881101,11/12/2025,228925,2025-11-12 01:42:24 UTC,,,,9/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BEVERLY STATION 5,40 Woodland Ave,Near main entrance.,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.5519,-70.890386,11/12/2025,228926,2025-11-12 01:42:24 UTC,,,,9/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HIGHLINE STATION 2,215 Middlesex Turnpike,,Burlington,MA,1803,,888-758-4389,E,,Public,Mon: 5:00pm-12:00am; Tue: 5:00pm-12:00am; Wed: 5:00pm-12:00am; Thu: 5:00pm-12:00am; Fri: 5:00pm-12:00am; Sat: 5:00pm-12:00am; Sun: 5:00pm-12:00am,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.496416,-71.226375,11/12/2025,228931,2025-11-12 01:53:27 UTC,,,,9/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Dean Park,100 Maple Ave,,Shrewsbury,MA,1545,,508-841-8313,E,,Public - Credit card at all times,24 hours daily,A CREDIT D Debit M V,,,,,2,,,Non-Networked,,GPS,42.29672414,-71.69536457,10/13/2025,229182,2025-10-13 20:52:30 UTC,P,,,8/23/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,PETRUZZIELLO THE STEEPLE,298 Washington St,,Westwood,MA,2090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.218463,-71.187949,11/12/2025,229208,2025-11-12 02:03:59 UTC,,,,9/24/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 9,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404207,-71.256888,11/12/2025,229275,2025-11-12 01:59:59 UTC,,,,9/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 8,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404222,-71.256877,11/12/2025,229276,2025-11-12 01:59:59 UTC,,,,9/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 7,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404262,-71.256942,11/12/2025,229277,2025-11-12 01:59:59 UTC,,,,9/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MA PORTFOLIO HOBBS STATION 6,225 Wyman St,Parking Garage,Waltham,MA,2451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404254,-71.25692,11/12/2025,229278,2025-11-12 01:59:59 UTC,,,,9/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RETAIL LOT STATION1,165 Chestnut St,In Main Parking Lot,Springfield,MA,1103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.106195,-72.589626,11/12/2025,229418,2025-11-12 02:00:28 UTC,,,,9/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY WORCESTER SOUTH HIGH EV 2,170 Apricot St,,Worcester,MA,1603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.244745,-71.864515,11/12/2025,229481,2025-11-12 02:00:07 UTC,,,,9/29/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY WORCESTER SOUTH HIGH EV 3,170 Apricot St,,Worcester,MA,1603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.244888,-71.864118,11/12/2025,229482,2025-11-12 02:00:08 UTC,,,,9/29/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY WORCESTER SOUTH HIGH EV1,170 Apricot St,,Worcester,MA,1603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.244364,-71.864096,11/12/2025,229483,2025-11-12 02:00:08 UTC,,,,9/29/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Green St,165 Green St,Pole 172,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,200-9,42.466013,-71.059553,10/11/2022,229699,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,E Foster St,242 E Foster St,Pole 309,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,200-9,42.456183,-71.0548,10/11/2022,229700,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Mt. Hood Golf Lot,100 Slayton Rd,Pole 3501,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,42.452961,-71.039644,10/11/2022,229701,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,National Marine Life Center,120 Main St,,Buzzards Bay,MA,2532,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,41.745196,-70.612469,10/11/2022,229702,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER_ENTERTAINMENT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Berwick St,133 Berwick St,Pole 2290,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,42.454309,-71.068617,10/11/2022,229703,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,ACS Development Corporation,160 Winthrop Ave,,Lawrence,MA,1843,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,42.688641,-71.145719,10/11/2022,229704,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Franklin  St,200 Franklin St,Pole 3967,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,42.467523,-71.064269,10/11/2022,229705,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Hilton Garden Inn Plymouth,4 Home Depot Dr,,Plymouth,MA,2360,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,41.932646,-70.659531,10/11/2022,229706,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Essex Landing 3,40 Collins Ave,,Saugus,MA,1906,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-8,42.453697,-71.025608,10/11/2022,229707,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Franklin MA DPW,40 Hayward St,,Franklin,MA,2038,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-8,42.081655,-71.408949,10/11/2022,229708,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Essex Landing 2,44 Collins Ave,,Saugus,MA,1906,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,42.454156,-71.02728,10/11/2022,229709,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Easthampton,60 Union St,,Easthampton,MA,1027,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-9,42.268145,-72.671357,10/11/2022,229710,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Kimball Ct Lot,75 Myrtle St,Pole 3577,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,200-9,42.455565,-71.066594,10/11/2022,229711,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Beverly Police Department,175 Elliott St,,Beverly,MA,1915,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io,200-9,42.556401,-70.885855,10/11/2022,229712,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Center St Shopping Center,21 Center St,,Weston,MA,2493,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io,200-8,42.367131,-71.300714,10/11/2022,229713,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Grafton Public Library,35 Common,,Grafton,MA,1519,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io,GPS,42.20595881,-71.6846149,11/10/2022,229714,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Church St Municipal Parking Lot,Church St,,North Attleborough,MA,2760,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io,GPS,41.9832799,-71.33405802,11/10/2022,229715,2023-02-14 15:54:11 UTC,LG,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Citizen's Bank,200 Station Dr,,Westwood,MA,2090,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,5,,,AMPUP,https://ampup.io,200-8,42.20573,-71.157444,10/11/2022,229716,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,BANK,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Maverick Corp,1 Westinghouse Plaza,,Boston,MA,2136,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,6,,,AMPUP,https://ampup.io,200-9,42.246102,-71.131719,10/11/2022,229717,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
